"","year","cow_code","n_attacks","party_banVD","oilHM","popHM","polity2","ccode","ccodealp","code_wb","dd_cga","ht_region","country_name","civtot","ethviol","banethnic","banrelig","bansys","banall","govstruct","elecSystem","partybanIEP","elecleg","elecexec","unitary","PRsystem","Independent.Country","NewEthFrac","fd_n_attacks","d_civtot","lnoilcap","lnpop","partybanUni"
"4071",2009,812,0,1,NA,NA,-7,418,"LAO",418,NA,7,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.630499904770447,0,0,NA,NA,0
"4072",2010,812,0,1,NA,NA,-7,418,"LAO",418,NA,7,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.631433377144852,0,0,NA,NA,0
"4073",2011,812,0,1,NA,NA,-7,418,"LAO",418,NA,7,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.632350329710322,0,0,NA,NA,0
"4074",2012,812,0,1,NA,NA,-7,418,"LAO",418,NA,7,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.633251110595527,0,0,NA,NA,0
"4075",1970,820,0,0,NA,10853000,1,458,"MYS",458,0,7,0,0,0,"0","0","0","0","3","2","0","1","0","0",0,1,0.602733048405924,NA,0,NA,16.1999520974282,0
"4076",1971,820,0,0,NA,11128000,4,458,"MYS",458,0,7,0,0,0,"0","0","0","0","3","2","0","1","0","0",0,1,0.602697760252661,0,0,NA,16.2249750125854,0
"4077",1972,820,0,0,NA,11407000,4,458,"MYS",458,0,7,0,0,0,"0","0","0","0","3","2","0","1","0","0",0,1,0.602622177197772,0,0,NA,16.24973776001,0
"4078",1973,820,0,0,NA,11690000,4,458,"MYS",458,0,7,0,0,0,"0","0","0","0","3","2","0","1","0","0",0,1,0.602506679245548,0,0,NA,16.2742443334483,0
"4079",1974,820,0,0,NA,11973000,4,458,"MYS",458,0,7,0,0,0,"0","0","0","0","3","2","0","1","0","0",0,1,0.602351476836615,0,0,NA,16.298164672699,0
"4080",1975,820,2,0,NA,12258000,4,458,"MYS",458,0,7,0,0,0,"0","0","0","0","3","2","0","1","0","0",0,1,0.602156880127234,2,0,NA,16.3216893430278,0
"4081",1976,820,0,0,2.5,12544000,4,458,"MYS",458,0,7,0,0,0,"0","0","0","0","3","2","0","1","0","0",0,1,0.60192330426113,-2,0,1.99298449423412e-07,16.3447530215723,0
"4082",1977,820,0,0,2.43,12833000,4,458,"MYS",458,0,7,0,0,0,"0","0","0","0","3","2","0","1","0","0",0,1,0.601651086641894,0,0,1.89355549742428e-07,16.3675305362266,0
"4083",1978,820,0,0,2.5,13129000,4,458,"MYS",458,0,7,0,0,0,"0","0","0","0","3","2","0","1","0","0",0,1,0.601340490171542,0,0,1.90418140222766e-07,16.3903340819162,0
"4084",1979,820,0,0,2.8,13438000,4,458,"MYS",458,0,7,0,0,0,"0","0","0","0","3","2","0","1","0","0",0,1,0.600992051242606,0,0,2.08364318296306e-07,16.4135970724622,0
"4085",1980,820,0,0,2.8,13763000,4,458,"MYS",458,0,7,0,0,0,"0","0","0","0","3","2","0","1","0","0",0,1,0.600606078537713,0,0,2.03443995827438e-07,16.4374943899617,0
"4086",1981,820,0,0,3,14106000,4,458,"MYS",458,0,7,0,0,0,"0","0","0","0","3","2","0","1","0","0",0,1,0.600182950064513,0,0,2.12675434629704e-07,16.4621107967503,0
"4087",1982,820,0,0,2.8,14467000,4,458,"MYS",458,0,7,0,0,0,"0","0","0","0","3","2","0","1","0","0",0,1,0.599722900900847,0,0,1.93543908821708e-07,16.4873807516117,0
"4088",1983,820,1,0,3.325,14847000,4,458,"MYS",458,0,7,0,0,0,"0","0","0","0","3","2","0","1","0","0",0,1,0.599226662021884,1,0,2.23950941361111e-07,16.5133083826021,0
"4089",1984,820,0,0,3,15250000,4,458,"MYS",458,0,7,0,0,0,"0","0","0","0","3","2","0","1","0","0",0,1,0.598694358487216,-1,0,1.96721292113232e-07,16.5400900610177,0
"4090",1985,820,0,0,3,15677000,4,458,"MYS",458,0,7,0,0,0,"0","0","0","0","3","2","0","1","0","0",0,1,0.598126286500724,0,0,1.91363125243578e-07,16.5677052280507,0
"4091",1986,820,0,0,3.1,16131000,4,458,"MYS",458,0,7,0,0,0,"0","0","0","0","3","2","0","1","0","0",0,1,0.597523236923447,0,0,1.92176535981787e-07,16.5962534444599,0
"4092",1987,820,0,0,2.8205,16609000,4,458,"MYS",458,0,7,0,0,0,"0","0","0","0","3","2","0","1","0","0",0,1,0.596885292207681,0,0,1.69817554476779e-07,16.6254552750811,0
"4093",1988,820,1,0,2.9,17103000,4,458,"MYS",458,0,7,0,0,0,"0","0","0","0","3","2","0","1","0","0",0,1,0.596213082530373,1,0,1.69560881393136e-07,16.6547644446818,0
"4094",1989,820,0,0,2.922,17604000,4,458,"MYS",458,0,7,0,0,0,"0","0","0","0","3","2","0","1","0","0",0,1,0.595506870872435,-1,0,1.65984989522055e-07,16.6836367069131,0
"4095",1990,820,0,0,2.95,18103000,4,458,"MYS",458,0,7,0,0,0,"0","0","0","0","3","2","0","1","0","0",0,1,0.594767108207972,0,0,1.62956402861331e-07,16.7115882283581,0
"4096",1991,820,0,0,2.9,18597000,4,458,"MYS",458,0,7,0,0,0,"0","0","0","0","3","2","0","1","0","0",0,1,0.593994266768582,0,0,1.55939117894679e-07,16.7385108353522,0
"4097",1992,820,0,0,3.045,19087000,4,458,"MYS",458,0,7,0,0,0,"0","0","0","0","3","2","0","1","0","0",0,1,0.593188782288335,0,0,1.59532653463177e-07,16.764518033012,0
"4098",1994,820,0,0,4.3,20079000,4,458,"MYS",458,0,7,0,0,0,"0","0","0","0","3","2","0","1","0","0",0,1,0.591481468132136,0,0,2.14154068418188e-07,16.8151850507509,0
"4099",1995,820,0,0,4.3,20594000,3,458,"MYS",458,0,7,0,0,0,"0","0","0","0","3","2","0","1","0","0",0,1,0.59058052259648,0,0,2.08798657436959e-07,16.8405103291988,0
"4100",1996,820,0,0,4.3,21126000,3,458,"MYS",458,0,7,0,0,0,"0","0","0","0","3","2","0","1","0","0",0,1,0.589648610071158,0,0,2.03540640055932e-07,16.8660150673652,0
"4101",1997,820,0,0,4,21669000,3,458,"MYS",458,0,7,0,0,0,"0","0","0","0","3","2","0","1","0","0",0,1,0.588686299870345,0,0,1.84595488066109e-07,16.8913932257011,0
"4102",1998,820,0,0,3.9,22216000,3,458,"MYS",458,0,7,0,0,0,"0","0","0","0","3","2","0","1","0","0",0,1,0.587693792418644,0,0,1.75549138249388e-07,16.9163233079688,0
"4103",1999,820,0,0,3.9,22754000,3,458,"MYS",458,0,7,0,0,0,"0","0","0","0","3","2","0","1","0","0",0,1,0.586671715270098,0,0,1.71398420755848e-07,16.9402515120818,0
"4104",2000,820,2,0,3.9,23274000,3,458,"MYS",458,0,7,0,0,0,"0","0","0","0","3","2","0","1","0","0",0,1,0.585620510216623,2,0,1.67568947111655e-07,16.9628474156502,0
"4105",2001,820,0,0,3.9,23771000,3,458,"MYS",458,0,7,0,0,0,"0","0","0","0","3","2","0","1","0","0",0,1,0.584540578798624,-2,0,1.64065444427318e-07,16.9839769082874,0
"4106",2002,820,0,0,3,24250000,3,458,"MYS",458,0,7,0,0,0,"0","0","0","0","3","2","0","1","0","0",0,1,0.583432438640342,0,0,1.23711332630748e-07,17.0039271753478,0
"4107",2003,820,0,0,3,24715000,3,458,"MYS",458,0,7,0,0,0,"0","0","0","0","3","2","0","1","0","0",0,1,0.582296345798637,0,0,1.21383767664338e-07,17.0229209047232,0
"4108",2004,820,0,0,3,25174000,3,458,"MYS",458,0,7,0,0,0,"0","0","0","0","3","2","0","1","0","0",0,1,0.581132893220716,0,0,1.19170565642431e-07,17.0413222738336,0
"4109",2005,820,0,0,3,25633000,3,458,"MYS",458,0,7,0,0,0,"0","0","0","0","3","2","0","1","0","0",0,1,0.579942636705773,0,0,1.17036625536706e-07,17.059391141822,0
"4110",2006,820,0,0,3,26095000,3,458,"MYS",458,0,7,0,0,0,"0","0","0","0","3","2","0","1","0","0",0,1,0.578725764308446,0,0,1.14964545936026e-07,17.0772542830597,0
"4111",2007,820,0,0,3,NA,3,458,"MYS",458,0,7,0,0,0,"0","0","0","0","3","2","0","1","0","0",0,1,0.577482902841644,0,0,NA,NA,0
"4112",2008,820,0,0,4,NA,6,458,"MYS",458,0,7,0,0,0,"0","0","0","0","3","2","0","1","0","0",0,1,0.576214415745953,0,0,NA,NA,0
"4113",2009,820,0,0,NA,NA,6,458,"MYS",458,NA,7,0,0,0,"0","0","0","0","3","2","0","1","0","0",0,1,0.574920799960137,0,0,NA,NA,0
"4114",2010,820,0,0,NA,NA,6,458,"MYS",458,NA,7,0,0,0,"0","0","0","0","3","2","0","1","0","0",0,1,0.573602393567631,0,0,NA,NA,0
"4115",2011,820,0,0,NA,NA,6,458,"MYS",458,NA,7,0,0,0,"0","0","0","0","3","2","0","1","0","0",0,1,0.572259834474672,0,0,NA,NA,0
"4116",2012,820,0,0,NA,NA,6,458,"MYS",458,NA,7,0,0,0,"0","0","0","0","3","2","0","1","0","0",0,1,0.570893457710834,0,0,NA,NA,0
"4117",1970,830,0,NA,NA,NA,NA,702,"SGP",702,0,7,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.387282312606407,NA,0,NA,NA,NA
"4118",1971,830,0,NA,NA,NA,NA,702,"SGP",702,0,7,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.387467044239917,0,0,NA,NA,NA
"4119",1972,830,0,NA,NA,NA,NA,702,"SGP",702,0,7,0,0,0,"0","0","1","0","1","2","1","1","0","1",0,1,0.387651641876252,0,0,NA,NA,NA
"4120",1973,830,0,NA,NA,NA,NA,702,"SGP",702,0,7,0,0,0,"0","0","1","0","1","2","1","1","0","1",0,1,0.38783605363573,0,0,NA,NA,NA
"4121",1974,830,1,NA,NA,NA,NA,702,"SGP",702,0,7,0,0,0,"0","0","1","0","1","2","1","1","0","1",0,1,0.388020121741238,1,0,NA,NA,NA
"4122",1975,830,0,NA,NA,NA,NA,702,"SGP",702,0,7,0,0,0,"0","0","1","0","1","2","1","1","0","1",0,1,0.388204150829998,-1,0,NA,NA,NA
"4123",1976,830,0,NA,NA,NA,NA,702,"SGP",702,0,7,0,0,0,"0","0","1","0","1","2","1","1","0","1",0,1,0.388387894663825,0,0,NA,NA,NA
"4124",1977,830,0,NA,NA,NA,NA,702,"SGP",702,0,7,0,0,0,"0","0","1","0","1","2","1","1","0","1",0,1,0.388571418817715,0,0,NA,NA,NA
"4125",1978,830,0,NA,NA,NA,NA,702,"SGP",702,0,7,0,0,0,"0","0","1","0","1","2","1","1","0","1",0,1,0.388754623075838,0,0,NA,NA,NA
"4126",1979,830,0,NA,NA,NA,NA,702,"SGP",702,0,7,0,0,0,"0","0","1","0","1","2","1","1","0","1",0,1,0.388937786711321,0,0,NA,NA,NA
"4127",1980,830,0,NA,NA,NA,NA,702,"SGP",702,0,7,0,0,0,"0","0","1","0","1","2","1","1","0","1",0,1,0.389120628482235,0,0,NA,NA,NA
"4128",1981,830,0,NA,NA,NA,NA,702,"SGP",702,0,7,0,0,0,"0","0","1","0","1","2","1","1","0","1",0,1,0.389303307965638,0,0,NA,NA,NA
"4129",1982,830,0,NA,NA,NA,NA,702,"SGP",702,0,7,0,0,0,"0","0","1","0","1","2","1","1","0","1",0,1,0.38948591083064,0,0,NA,NA,NA
"4130",1983,830,0,NA,NA,NA,NA,702,"SGP",702,0,7,0,0,0,"0","0","1","0","1","2","1","1","0","1",0,1,0.389668040395012,0,0,NA,NA,NA
"4131",1984,830,0,NA,NA,NA,NA,702,"SGP",702,0,7,0,0,0,"0","0","1","0","1","2","1","1","0","1",0,1,0.38985014608666,0,0,NA,NA,NA
"4132",1985,830,0,NA,NA,NA,NA,702,"SGP",702,0,7,0,0,0,"0","0","1","0","1","2","1","1","0","1",0,1,0.39003190107607,0,0,NA,NA,NA
"4133",1986,830,0,NA,NA,NA,NA,702,"SGP",702,0,7,0,0,0,"0","0","1","0","1","2","1","1","0","1",0,1,0.390213606662825,0,0,NA,NA,NA
"4134",1987,830,0,NA,NA,NA,NA,702,"SGP",702,0,7,0,0,0,"0","0","1","0","1","2","1","1","0","1",0,1,0.390394807672133,0,0,NA,NA,NA
"4135",1988,830,0,NA,NA,NA,NA,702,"SGP",702,0,7,0,0,0,"0","0","1","0","1","2","1","1","0","1",0,1,0.390576014385518,0,0,NA,NA,NA
"4136",1989,830,0,NA,NA,NA,NA,702,"SGP",702,0,7,0,0,0,"0","0","1","0","1","2","1","1","0","1",0,1,0.390756984180894,0,0,NA,NA,NA
"4137",1990,830,0,NA,NA,NA,NA,702,"SGP",702,0,7,0,0,0,"0","0","1","0","1","2","1","1","0","1",0,1,0.390937624039637,0,0,NA,NA,NA
"4138",1991,830,0,NA,NA,NA,NA,702,"SGP",702,0,7,0,0,0,"0","1","1","0","1","2","1","1","0","1",0,1,0.39111805961416,0,0,NA,NA,NA
"4139",1992,830,0,NA,NA,NA,NA,702,"SGP",702,0,7,0,0,0,"0","1","1","0","1","2","1","1","1","1",0,1,0.391298315033575,0,0,NA,NA,NA
"4140",1994,830,0,NA,NA,NA,NA,702,"SGP",702,0,7,0,0,0,"0","1","1","0","1","2","1","1","1","1",0,1,0.391658195368504,0,0,NA,NA,NA
"4141",1995,830,0,NA,NA,NA,NA,702,"SGP",702,0,7,0,0,0,"0","1","1","0","1","2","1","1","1","1",0,1,0.391837822325292,0,0,NA,NA,NA
"4142",1996,830,0,NA,NA,NA,NA,702,"SGP",702,0,7,0,0,0,"0","1","1","0","1","2","1","1","1","1",0,1,0.392017109371912,0,0,NA,NA,NA
"4143",1997,830,0,NA,NA,NA,NA,702,"SGP",702,0,7,0,0,0,"0","1","1","0","1","2","1","1","1","1",0,1,0.392196212461203,0,0,NA,NA,NA
"4144",1998,830,0,NA,NA,NA,NA,702,"SGP",702,0,7,0,0,0,"0","1","1","0","1","2","1","1","1","1",0,1,0.392375072895601,0,0,NA,NA,NA
"4145",1999,830,0,NA,NA,NA,NA,702,"SGP",702,0,7,0,0,0,"0","1","1","0","1","2","1","1","1","1",0,1,0.392553776233457,0,0,NA,NA,NA
"4146",2000,830,0,NA,NA,NA,NA,702,"SGP",702,0,7,0,0,0,"0","1","1","0","1","2","1","1","1","1",0,1,0.3927320817431,0,0,NA,NA,NA
"4147",2001,830,0,NA,NA,NA,NA,702,"SGP",702,0,7,0,0,0,"0","1","1","0","1","2","1","1","1","1",0,1,0.392910349878431,0,0,NA,NA,NA
"4148",2002,830,0,NA,NA,NA,NA,702,"SGP",702,0,7,0,0,0,"0","1","1","0","1","2","1","1","1","1",0,1,0.393088244200794,0,0,NA,NA,NA
"4149",2003,830,0,NA,NA,NA,NA,702,"SGP",702,0,7,0,0,0,"0","1","1","0","1","2","1","1","1","1",0,1,0.393265769725557,0,0,NA,NA,NA
"4150",2004,830,0,NA,NA,NA,NA,702,"SGP",702,0,7,0,0,0,"0","1","1","0","1","2","1","1","1","1",0,1,0.39344325318191,0,0,NA,NA,NA
"4151",2005,830,0,NA,NA,NA,NA,702,"SGP",702,0,7,0,0,0,"0","1","1","0","1","2","1","1","1","1",0,1,0.393620517418123,0,0,NA,NA,NA
"4152",2006,830,0,NA,NA,NA,NA,702,"SGP",702,0,7,0,0,0,"0","0","0","0","1","2","0","1","1","1",0,1,0.393797403784346,0,0,NA,NA,NA
"4153",2007,830,0,NA,NA,NA,NA,702,"SGP",702,0,7,0,0,0,"0","0","0","0","1","2","0","1","1","1",0,1,0.393974090777142,0,0,NA,NA,NA
"4154",2008,830,0,NA,NA,NA,NA,702,"SGP",702,0,7,0,0,0,"0","0","0","0","1","2","0","1","1","1",0,1,0.39415055865707,0,0,NA,NA,NA
"4155",2009,830,0,NA,NA,NA,NA,702,"SGP",702,NA,7,0,0,0,"0","0","0","0","1","2","0","1","1","1",0,1,0.394326796742727,0,0,NA,NA,NA
"4156",2010,830,0,NA,NA,NA,NA,702,"SGP",702,NA,7,0,0,0,"0","0","0","0","1","2","0","1","1","1",0,1,0.394502838043375,0,0,NA,NA,NA
"4157",2011,830,0,NA,NA,NA,NA,702,"SGP",702,NA,7,0,0,0,"0","0","0","0","1","2","0","1","1","1",0,1,0.394678494492307,0,0,NA,NA,NA
"4158",2012,830,0,NA,NA,NA,NA,702,"SGP",702,NA,7,0,0,0,"0","0","0","0","1","2","0","1","1","1",0,1,0.394853923721586,0,0,NA,NA,NA
"4159",1970,840,3,1,0,36567000,2,608,"PHL",608,0,7,0,0,0,"0","0","0","0","1","1","0","1","1","1",0,1,0.828365535147254,NA,0,0,17.4146567523061,0
"4160",1971,840,1,1,0,37621000,2,608,"PHL",608,0,7,0,0,0,"0","0","0","0","1","1","0","1","1","1",0,1,0.828876865635835,-2,0,0,17.4430729630894,0
"4161",1972,840,0,1,0,38695000,-9,608,"PHL",608,0,7,0,6,0,"0","0","1","0","1","1","1","1","1","1",0,1,0.829322171354592,-1,1,0,17.4712209506867,1
"4162",1973,840,0,1,0,39788000,-9,608,"PHL",608,0,7,0,6,0,"0","0","1","0","1","1","1","1","1","1",0,1,0.829702943080007,0,1,0,17.4990759172544,1
"4163",1974,840,0,1,0,40902000,-9,608,"PHL",608,0,7,0,6,0,"0","0","1","0","1","1","1","1","0","1",0,1,0.830020640314518,0,1,0,17.526689519573,1
"4164",1975,840,3,1,0,42038000,-9,608,"PHL",608,0,7,0,6,0,"0","0","1","0","1","1","1","1","0","1",0,1,0.830276386546767,3,1,0,17.5540845291021,1
"4165",1976,840,7,1,0,43197000,-9,608,"PHL",608,0,7,0,6,0,"0","0","1","0","1","1","1","1","0","1",0,1,0.830471790468435,4,1,0,17.5812816063585,1
"4166",1977,840,2,1,0,44378000,-9,608,"PHL",608,0,7,0,6,0,"0","0","1","0","1","1","1","1","0","1",0,1,0.830608054770666,-5,1,0,17.6082544091085,1
"4167",1978,840,31,1,0,45587000,-9,608,"PHL",608,0,7,0,6,0,"0","0","1","0","1","1","1","1","0","1",0,1,0.830686618758701,29,1,0,17.6351331461201,1
"4168",1979,840,38,1,0.1,46830000,-9,608,"PHL",608,0,7,0,6,0,"0","0","1","0","1","3","1","1","0","1",1,1,0.830708718044259,7,1,2.13538320131426e-09,17.6620345811597,1
"4169",1980,840,51,1,0.025,48112000,-9,608,"PHL",608,0,7,0,6,0,"0","0","1","0","1","3","1","1","0","1",1,1,0.830675825736495,13,1,5.19620790704778e-10,17.6890421842104,1
"4170",1981,840,16,1,0.02,49433000,-8,608,"PHL",608,0,7,0,6,0,"0","0","1","0","1","3","1","1","0","1",1,1,0.830589027343336,-35,1,4.04587918641264e-10,17.716128775329,1
"4171",1982,840,24,1,0.023,50791000,-7,608,"PHL",608,0,7,0,6,0,"0","0","1","0","1","3","1","1","1","1",1,1,0.830449903790454,8,1,4.52836212869344e-10,17.7432297314987,1
"4172",1983,840,13,1,0.0356,52181000,-6,608,"PHL",608,0,7,0,6,0,"0","0","1","0","1","3","1","1","1","1",1,1,0.830259524153898,-11,1,6.82240708139025e-10,17.77022900192,1
"4173",1984,840,22,1,0.0163,53597000,-6,608,"PHL",608,0,7,0,6,0,"0","0","1","0","1","2","1","1","1","1",0,1,0.830019236950947,9,1,3.0412139468788e-10,17.7970036543254,1
"4174",1985,840,87,1,0.0163,55032000,-6,608,"PHL",608,0,7,0,6,0,"0","0","1","0","1","2","1","1","1","1",0,1,0.829730436564009,65,1,2.96191293669968e-10,17.823425392188,1
"4175",1986,840,50,1,0.0163,56485000,1,608,"PHL",608,1,7,0,6,0,"0","0","1","0","1","2","1","1","1","1",0,1,0.829394109193916,-37,1,2.88572277143403e-10,17.8494856741432,1
"4176",1988,840,186,1,0.016,59439000,8,608,"PHL",608,1,7,0,6,0,"0","0","1","0","1","4","1","1","1","1",1,1,0.828584459495574,47,1,2.69183564291361e-10,17.9004611345445,1
"4177",1989,840,138,1,0.0158,60931000,8,608,"PHL",608,1,7,0,6,0,"0","0","1","0","1","4","1","1","1","1",1,1,0.828113364136641,-48,1,2.59309684802164e-10,17.9252526343664,1
"4178",1990,840,203,1,0.015,62427000,8,608,"PHL",608,1,7,0,6,0,"0","0","1","0","1","4","1","1","1","1",1,1,0.827599940820425,65,1,2.40280684209447e-10,17.949508432063,1
"4179",1991,840,106,1,0.038688,63926000,8,608,"PHL",608,1,7,0,6,0,"0","0","1","0","1","4","1","1","1","1",1,1,0.827045147647167,-97,1,6.05199667974619e-10,17.9732367223512,1
"4180",1992,840,72,1,0.038,65427000,8,608,"PHL",608,1,7,0,6,0,"0","0","1","0","1","4","1","1","1","1",1,1,0.826450154687138,-34,1,5.80800074532296e-10,17.9964455752675,1
"4181",1994,840,25,1,0.279,68443000,8,608,"PHL",608,1,7,0,6,0,"0","0","1","0","1","4","1","1","1","1",1,1,0.82514444938009,-47,1,4.07638477697026e-09,18.0415118400428,1
"4182",1995,840,23,1,0.239,69965000,8,608,"PHL",608,1,7,0,6,0,"0","0","1","0","1","4","1","1","1","1",1,1,0.824435922987484,-2,1,3.41599370428630e-09,18.0635056749719,1
"4183",1996,840,24,1,0.2161,71497000,8,608,"PHL",608,1,7,0,6,0,"0","0","1","0","1","4","1","1","1","1",1,1,0.823691822641771,1,1,3.0225044643625e-09,18.085166048742,1
"4184",1997,840,18,1,0.213,73039000,8,608,"PHL",608,1,7,0,6,0,"0","0","1","0","1","4","1","1","1","1",1,1,0.822913175004873,-6,1,2.91625012601705e-09,18.1065041030291,1
"4185",1998,840,11,1,0.2127,74587000,8,608,"PHL",608,1,7,0,6,0,"0","0","1","0","1","4","1","1","1","1",1,1,0.822101161611121,-7,1,2.85170331386373e-09,18.1274767872539,1
"4186",1999,840,26,1,0.228,76138000,8,608,"PHL",608,1,7,0,6,0,"0","0","1","0","1","4","1","1","1","1",1,1,0.821256688320425,15,1,2.9945625934074e-09,18.1480580411715,1
"4187",2000,840,111,1,0.289,77689000,8,608,"PHL",608,1,7,0,6,0,"0","0","1","0","1","4","1","1","1","1",1,1,0.820380843676112,85,1,3.71996033284624e-09,18.1682242351743,1
"4188",2001,840,37,1,0.289,79239000,8,608,"PHL",608,1,7,0,3,0,"0","0","1","0","1","4","1","1","1","1",1,1,0.819474802497401,-74,1,3.64719387358970e-09,18.187979159826,1
"4189",2002,840,40,1,0.17806,80789000,8,608,"PHL",608,1,7,0,3,0,"0","0","1","0","1","4","1","1","1","1",1,1,0.818539433584114,3,1,2.20401296970018e-09,18.2073513756098,1
"4190",2003,840,90,1,0.152,82344000,8,608,"PHL",608,1,7,0,3,0,"0","0","1","0","1","4","1","1","1","1",1,1,0.817575774109548,50,1,1.84591475267997e-09,18.2264161521885,1
"4191",2004,840,22,1,0.152,83911000,8,608,"PHL",608,1,7,0,3,0,"0","0","1","0","1","4","1","1","1","1",1,1,0.816584784905006,-68,1,1.81144299396221e-09,18.2452672713059,1
"4192",2005,840,19,1,0.152,85496000,8,608,"PHL",608,1,7,0,3,0,"0","0","1","0","1","4","1","1","1","1",1,1,0.815567510462307,-3,1,1.77786096797362e-09,18.2639801491869,1
"4193",2006,840,30,1,0.1385,87099000,8,608,"PHL",608,1,7,0,3,0,"0","0","0","0","1","4","0","1","1","1",1,1,0.814524802291956,11,1,1.59014445928611e-09,18.2825559607006,0
"4194",2007,840,30,1,0.1385,NA,8,608,"PHL",608,1,7,0,3,0,"0","0","0","0","1","4","0","1","1","1",1,1,0.813457600096634,0,1,NA,NA,0
"4195",2008,840,177,1,0.1385,NA,8,608,"PHL",608,1,7,0,3,0,"0","0","0","0","1","4","0","1","1","1",1,1,0.812366923439849,147,1,NA,NA,0
"4196",2009,840,120,1,NA,NA,8,608,"PHL",608,NA,7,0,3,0,"0","0","0","0","1","4","0","1","1","1",1,1,0.811253530147151,-57,1,NA,NA,0
"4197",2010,840,79,1,NA,NA,8,608,"PHL",608,NA,7,0,3,0,"0","0","0","0","1","4","0","1","1","1",1,1,0.810118390581531,-41,1,NA,NA,0
"4198",2011,840,73,1,NA,NA,8,608,"PHL",608,NA,7,0,3,0,"0","0","0","0","1","4","0","1","1","1",1,1,0.808962377096033,-6,1,NA,NA,0
"4199",2012,840,138,1,NA,NA,8,608,"PHL",608,NA,7,0,3,0,"0","0","0","0","1","4","0","1","1","1",1,1,0.807786322617435,65,1,NA,NA,0
"4200",1970,850,0,1,9,116900000,-7,360,"IDN",360,0,7,0,2,0,"0","0","1","0","1","3","1","1","0","1",1,1,0.735256399529234,NA,1,7.69888765301675e-08,18.5768294264423,1
"4201",1971,850,0,1,10,119700000,-7,360,"IDN",360,0,7,0,2,0,"0","0","1","0","1","3","1","1","0","1",1,1,0.73768747973792,0,1,8.35421852327701e-08,18.6004991705282,1
"4202",1972,850,0,1,10.4,122500000,-7,360,"IDN",360,0,7,0,2,0,"0","0","1","0","1","3","1","1","0","1",1,1,0.740082684911229,0,1,8.48979555034348e-08,18.6236215879491,1
"4203",1973,850,0,1,10.005,125400000,-7,360,"IDN",360,0,7,0,2,0,"0","0","1","0","1","3","1","1","0","1",1,1,0.742442486800909,0,1,7.97846858948573e-08,18.6470191861631,1
"4204",1974,850,0,1,10.5,128400000,-7,360,"IDN",360,0,7,0,2,0,"0","0","1","0","1","3","1","1","0","1",1,1,0.744767709765865,0,1,8.17756975338964e-08,18.6706609492201,1
"4205",1975,850,0,1,15,131300000,-7,360,"IDN",360,0,7,0,4,2,"0","0","1","0","1","3","1","1","0","1",1,1,0.747058803953435,0,1,1.14242186957355e-07,18.692995339273,1
"4206",1976,850,0,1,14,134300000,-7,360,"IDN",360,0,7,0,9,2,"0","0","1","0","1","3","1","1","0","1",1,1,0.749316219801814,0,1,1.04244223815277e-07,18.7155866614935,1
"4207",1977,850,1,1,10.5,137300000,-7,360,"IDN",360,0,7,0,9,2,"0","0","1","0","1","3","1","1","0","1",1,1,0.751540429220007,1,1,7.64748695104702e-08,18.7376788707382,1
"4208",1978,850,0,1,10,140400000,-7,360,"IDN",360,0,7,0,9,2,"0","0","1","0","1","3","1","1","0","1",1,1,0.753731778191286,-1,1,7.12250686377915e-08,18.760006049556,1
"4209",1979,850,0,1,10.2,143500000,-7,360,"IDN",360,0,7,0,9,2,"0","0","1","0","1","3","1","1","0","1",1,1,0.755890610648423,0,1,7.10801368038001e-08,18.781845593164,1
"4210",1980,850,0,1,9.6,146600000,-7,360,"IDN",360,0,7,0,9,2,"0","0","1","0","1","3","1","1","0","1",1,1,0.758017029127827,0,1,6.54843089406762e-08,18.8032183474168,1
"4211",1981,850,1,1,9.5,149700000,-7,360,"IDN",360,0,7,0,9,2,"0","0","1","0","1","3","1","1","0","1",1,1,0.76011132501678,1,1,6.34602519270596e-08,18.8241438493899,1
"4212",1982,850,0,1,9.8,152900000,-7,360,"IDN",360,0,7,0,9,2,"0","0","1","0","1","3","1","1","0","1",1,1,0.762173381380608,-1,1,6.40941772432819e-08,18.8452946708993,1
"4213",1983,850,0,1,9.55,156100000,-7,360,"IDN",360,0,7,0,9,2,"0","0","1","0","1","3","1","1","0","1",1,1,0.764203238378856,0,1,6.11787297648281e-08,18.8660073854857,1
"4214",1984,850,0,1,9.1,159200000,-7,360,"IDN",360,0,7,0,9,2,"0","0","1","0","1","3","1","1","0","1",1,1,0.766200672382255,0,1,5.71608024563386e-08,18.8856718313746,1
"4215",1985,850,0,1,8.65,162300000,-7,360,"IDN",360,0,7,0,9,2,"0","0","1","0","1","3","1","1","0","1",1,1,0.768165285859717,0,1,5.32963632346467e-08,18.9049570324848,1
"4216",1986,850,0,1,8.5,165400000,-7,360,"IDN",360,0,7,0,9,2,"0","0","1","0","1","3","1","1","0","1",1,1,0.7700966785706,0,1,5.1390566924829e-08,18.9238773405539,1
